"Question","Answer"
"브래킷 씨, 박새는
대부분의 시간을 보냈다
어린 박새들을 쫓아다니며
숲 속을.","Mr. Bracket, the chickadee,
spent most of his time
chasing the young chickadees
through the woods."
"오직 그의 짝만이
그가 좋아하는 횃대와
먹이터를 함께 쓸 수 있었다.","Only his mate could share
his favorite perches
and feeding places."
"그리고 오브라이언 부인,
캘러웨이 부인,
페데리오 부인이 있었다.","Then there were Mrs. O'Brien,
Mrs. Callaway,
and Mrs. Federio."
"3번가에서 그들은
함께 시장에 갔고
매일 아침 제일 먼저,
이야기하고 밀치고 멈춰 서서
아이들에게 잔소리를 했다
도랑과 거리에서.","On Third Avenue they would
all go off to the market together
first thing in the morning,
talking and pushing and stopping
to lecture to children
in gutters and streets."
"페데리오 부인은 항상
오브라이언 부인을 따라다녔고,
오브라이언 부인은 항상
캘러웨이 부인을 따라다니며
이야기하고 밀치고
사과를 사는 것까지 따라 했다.","Mrs. Federio always
followed Mrs. O'Brien,
and Mrs. O'Brien always
followed Mrs. Callaway
in talking and pushing
and even in buying an apple."
"그런데 바로 여기
내 솔송나무에도 그들이 있었다;
바쁜 박새 세 마리가.","And there they were
again in my hemlock;
three busy chickadees."
"그들은 펄럭이며 돌아다니고
짹짹거리며
이 먹이터에서 저 먹이터로 날아다녔다.","They would flit and rush around
and click
and fly from one eating spot to another."
"그들은 시끄럽고,
잔소리하며
바쁘게 서로를 따라다녔다.","They were noisy,
scolding
and busily following each other."
"다른 모든 박새들이 그들을 따랐고,
그들은 길을 비켜주었다
오직 브래킷 씨에게만.","All the other chickadees followed them,
and they made way
only for Mr. Bracket."
"박새들은
3번가 사람들처럼
자기만의 단골 경로가 있었다
가장 좋은 먹이터로 가는.","The chickadees,
like the people on Third Avenue,
had their favorite routes
to and from the best food supplies."
"각자 자기만의 쉬는 횃대가 있었고
각자 작은 쉼터가 있었다
나무 구멍 속에
하루가 끝나면 날아가는.","They each had their own resting perches
and each had a little shelter
in a tree cavity
to which they would fly when the day was over."
"그들은 재잘거리며 잘 자라고 인사하고
한바탕 소란을 피웠다
헤어지기 전에;
그러면 숲은
3번가의 아파트처럼 조용해졌다.
모든 아이들이 거리에서 사라지고
모든 부모들이 서로에게 마지막 말을 하고
모두가 들어간 뒤처럼
각자의 작은 보금자리로.","They would chatter and call good night
and make a big fuss
before they parted;
and then the forest would be
as quiet as the apartment house on Third Avenue
when all the kids were off the streets
and all the parents had said their last words to each other
and everyone had gone
to their own little hole."
"가끔 바람이 울부짖고
눈이 몰아칠 때면,
박새들은 밖에 나와 있곤 했다
몇 시간만.","Sometimes when the wind howled
and the snows blew,
the chickadees would be out
for only a few hours."
"브래킷 씨조차,
박새들로부터 선출되어
날씨가 사냥하기에 너무 나쁜지
알아보는 역할이었지만,
몇 시간 나타났다가 사라지곤 했다.","Even Mr. Bracket,
who had been elected by the chickadees
to test whether or not it was too stormy
for good hunting,
would appear for a few hours and disappear."
"가끔 나는 그가
가지 위에 조용히 앉아 있는 것을 발견했는데,
나무 몸통 옆에,
온몸의 털을 부풀린 채
아무것도 하지 않고 있었다.","Sometimes I would find him
just sitting quietly on a limb
next to the bole of a tree,
all fluffed up
and doing nothing."
"더 즐기는 존재는 없었다
나쁜 날에 아무것도 하지 않는 것을
3번가의 브래킷 씨보다.","There was no one who more enjoyed
doing nothing on a bad day
than Mr. Bracket of Third Avenue."
"프라이트풀과 두 명의 브래킷 씨,
그리고 나는
이 감정을 공유했다.","Frightful, the two Mr. Brackets,
and I
shared this feeling."
"얼음과 진눈깨비와 눈이
솔송나무 사이로 쏟아지면,
우리 모두 웅크리고 숨었다.","When the ice and sleet and snow
drove down through the hemlocks,
we all holed up."
"어느 날 달력 기둥을 보다가
깨달았다
거의 크리스마스가 다 되었다는 것을.","I looked at my calendar pole one day,
and realized that it was
almost Christmas."
"반도가 올 거야, 하고 생각했다.","Bando will come, I thought."
"잔치를 준비하고
선물을 만들어야겠다
그에게 줄.","I'll have to prepare a feast
and make a present
for him."
"나는 냉동 사슴고기 재고를 확인했고
충분한 스테이크가 있다고 판단했다
한 달 동안 사슴고기만 먹어도 될 만큼.","I took stock of the frozen venison
and decided that there were enough steaks
for us to eat nothing but venison for a month."
"나는 눈 아래를 파서
티베리 식물을 찾아
끓여서 눈뭉치 위에 부어
디저트를 만들 계획이었다.","I scooped under the snow
for teaberry plants
to boil down and pour over snowballs
for dessert."
"나는 야생 양파 저장분을 점검했고
충분한지 확인하려고
양파 수프를 만들기에,
크고 단단한 땅콩 몇 개를 따로 빼놓았다
으깬 감자용으로.","I checked my cache of wild onions
to see if I had enough
to make onion soup,
and set aside some large firm groundnuts
for mashed potatoes."
"아직 산더미처럼 남아 있었고
얼레지 알뿌리와 둥굴레 뿌리가
말린 사과도 몇 개 있었다.","There were still piles of
dogtooth violet bulbs and Solomon's seal roots
and a few dried apples."
"나는 호두, 히코리 열매, 너도밤나무 열매를 까고,
한 켤레를 만들기 시작했다
사슴가죽 모카신을
토끼털 안감을 댄
반도의 선물로.","I cracked walnuts, hickory nuts, and beechnuts,
then began a pair of
deer-hide moccasins
to be lined with rabbit fur
for Bando's present."
"크리스마스 전에 이것을 다 만들어서
모자를 만들기 시작했다
같은 재료로.","I finished these before Christmas,
so I started a hat
of the same materials."
"크리스마스 이틀 전부터
궁금해지기 시작했다
반도가 올까.","Two days before Christmas
I began to wonder
if Bando would come."
"분명 잊었을 거야, 하고 생각했다—
아니면 바쁜 거라고 했다.","He had forgotten, I was sure—
or he was busy, I said."
"아니면 내가 더 이상 여기 없다고 생각해서
눈 속을 헤치고 확인하러
오지 않기로 한 걸지도 모른다.","Or he thought that I was no longer here
and decided not to tramp out through the snows
to find out."
"크리스마스 이브에도
반도는 아직 도착하지 않았고,
나는 계획하기 시작했다
아주 소박한 크리스마스를
프라이트풀과 함께.","On Christmas Eve
Bando still had not arrived,
and I began to plan
for a very small Christmas
with Frightful."
"크리스마스 이브 네 시 반쯤
나는 작고 빨간 티베리 열매 다발을 걸어 놓았다
사슴가죽 문에.","About four-thirty Christmas Eve
I hung a small red cluster of teaberries
on the deerskin door."
"나무 방으로 들어갔다
너도밤나무 열매를 간식으로 먹으려고
희미한 '야호오오' 하는 소리가 들렸다
산 아래 먼 곳에서.","I went in my tree room
for a snack of beechnuts
when I heard a faint ""halloooo""
from far down the mountain."
"나는 수지 양초를 끄고,
코트와 모카신을 급히 신고,
눈 속으로 뛰어나갔다.","I snuffed out my tallow candle,
jumped into my coat and moccasins,
and plunged out into the snow."
"다시 '야호오오' 하는 소리가
고요한 눈 위로 떠왔다.","Again a ""halloooo""
floated over the quiet snow."
"나는 소리가 나는 방향을 잡고
언덕을 뛰어 내려갔다
반도를 만나러.","I took a bearing on the sound
and bounced down the hill
to meet Bando."
"나는 그와 마주쳤다
그가 계곡으로 꺾어 올라가려는 바로 그때
개울 바닥을 따라.","I ran into him
just as he turned up the valley
to follow the stream bed."
"너무 반가워서
그를 껴안고
등을 두드렸다.","I was so glad to see him
that I hugged him
and pounded him on the back."
"올 수 있을 줄 몰랐어,
하고 그가 말했다.","""Never thought I'd make it,""
he said."
"주립공원 입구에서부터 쭉 걸어왔어;
꽤 대단하지?","""I walked all the way from the entrance of the State Park;
pretty good, eh?"""
"그는 미소를 짓고
지친 다리를 탁탁 쳤다.","He smiled
and slapped his tired legs."
"그러고는 내 팔을 잡더니
세 번 빠르게 꼬집으며
내 살을 확인했다.","Then he grabbed my arm,
and with three quick pinches,
tested the meat on me."
"잘 먹고 살았구나,
하고 그가 말했다.","""You've been living well,""
he said."
"그는 내 얼굴을 자세히 들여다보았다.","He looked closely at my face."
"하지만 면도가 필요하겠는걸
1, 2년 안에.","""But you're gonna need a shave
in a year or two."""
"나는 고맙다고 하고
우리는 산을 뛰어 올라가
협곡을 가로질러
집으로 향했다.","I thanked him
and we sprang up the mountain,
cut across through the gorge
and home."
"프라이트풀은 어떻게 지내? 하고 그가 물었다
안에 들어와서
불을 켜자마자.","""How's the Frightful?"" he asked
as soon as we were inside
and the light was lit."
"내가 휘파람을 불자
그녀가 내 주먹 위로 날아왔다.","I whistled.
She jumped to my fist."
"그는 대담하게
그녀를 쓰다듬었다.","He got bold
and stroked her."
"잼은 어때?
하고 그가 물었다.","""And the jam?""
he asked."
"훌륭해요,
다만 항아리가 흡수성이라
즙을 다 빨아들이고 있어요.","""Excellent,
except the crocks are absorbent
and are sopping up all the juice."""
"그래, 설탕을 좀 더 가져왔으니;
내년에 다시 해보자.
메리 크리스마스, 소로!
하고 그가 외치며
방 안을 둘러보았다.","""Well, I brought you some more sugar;
we'll try next year.
Merry Christmas, Thoreau!""
he shouted,
and looked about the room."
"바빴구나.
담요, 새 옷,
기발한 벽난로에—
진짜 굴뚝까지—
이야, 은식기도 있네!
하고 그는 내가 깎은 포크를 집어 들었다.","""I see you have been busy.
A blanket, new clothes,
and an ingenious fireplace—
with a real chimney—
and say, you have silverware!""
He picked up the forks I had carved."
"저녁으로 훈제 생선을 먹었다
삶은 얼레지 알뿌리와 함께.","We ate smoked fish for dinner
with boiled dogtooth violet bulbs."
"잼에 찍은 호두가
디저트였다.","Walnuts dipped in jam
were dessert."
"반도는 만족해했다
잼에.","Bando was pleased
with his jam."
"식사가 끝나자
반도는 내 침대에 쭉 누웠다.","When we were done,
Bando stretched out on my bed."
"그는 발을 올리고
파이프에 불을 붙였다.","He propped his feet up
and lit his pipe."
"자, 보여줄 게 있어,
하고 그가 말했다.","""And now, I have something to show you,""
he said."
"그는 코트 주머니에 손을 넣어
신문 기사를 꺼냈다.","He reached in his coat pocket
and took out a newspaper clipping."
"뉴욕 신문 기사였고,
이런 내용이었다:","It was from a New York paper,
and it read:"
"야생 소년 의심됨
사슴과 견과류로 생활하며
황야에서
캐츠킬의","WILD BOY SUSPECTED
LIVING OFF DEER AND NUTS
IN WILDERNESS
OF CATSKILLS"
"나는 반도를 바라보고
몸을 기울여
직접 헤드라인을 읽었다.","I looked at Bando
and leaned over
to read the headline myself."
"당신이 말한 거예요?
하고 내가 물었다.","""Have you been talking?""
I asked."
"나? 말도 안 되는 소리 마.
너에게 방문자들이 여럿 있었잖아
나 말고도.","""Me? Don't be ridiculous.
You have had several visitors
other than me."""
"산불 감시원—
그 할머니!
하고 나는 외쳤다.","""The fire warden—
the old lady!""
I cried out."
"이봐, 소로,
이건 그저 소문일 수 있어.
인쇄되어 있다고 해서
사실인 건 아니야.
흥분하기 전에
가만히 앉아서 들어봐,
하고 그가 읽었다:","""Now, Thoreau,
this could only be a rumor.
Just because it is in print,
doesn't mean it's true.
Before you get excited,
sit still and listen.""
He read:"
"캐츠킬 산맥의 델리 주민들은
사슴과 견과류로 살아가는 야생 소년이
산속에 숨어 있다고 보고했다.","Residents of Delhi, in the Catskill Mountains,
report that a wild boy, who lives off deer and nuts,
is hiding out in the mountains."
"여러 사냥꾼들이 말했다
이 소년이 자기들의 사슴을 훔쳐갔다고
사냥 시즌 동안.","Several hunters stated
that this boy stole deer from them
during hunting season."
"그런 적 없어!
하고 나는 소리쳤다.","""I did not!""
I shouted."
"가져간 건
그들이 다치게 한 것 중
찾지 못한 것뿐이야.","""I only took the ones
they had wounded
and couldn't find."""
"글쎄, 아내들에게 그렇게 말한 거지
사슴 없이 집에 돌아왔을 때.
어쨌든 이것 좀 들어봐:","""Well, that's what they told their wives
when they came home without their deer.
Anyway, listen to this:"
"이 야생 소년은 목격되었으며
때때로
캐츠킬 주민들에 의해,
그 중 일부는 믿고 있다
그가 미쳤다고!","This wild boy has been seen
from time to time
by Catskill residents,
some of whom believe
he is crazy!"
"세상에, 그건 정말 끔찍한
말이네!","""Well, that's a terrible
thing to say!"""
"정말 끔찍하지,
하고 그가 말했다.","""Just awful,""
he stated."
"어떤 정상적인 혈기 왕성한 미국 소년이라면
나무집에 살면서
직접 음식을 잡아먹고 싶어 하지.
다만 실행하지 않을 뿐이야,
그뿐이야.","""Any normal red-blooded American boy
wants to live in a tree house
and trap his own food.
They just don't do it,
that's all."""
"계속 읽어요,
하고 내가 말했다.","""Read on,""
I said."
"당국은 증거가 없다고 밝혔고
산에서 혼자 사는 소년의,
그리고 모든 버려진 집과 헛간을 덧붙였다
정기적으로 점검하고 있다고
그런 일에 대비해.
그럼에도 불구하고 주민들은 확신하고 있다
그런 소년이 존재한다고!
기사 끝.","""Officials say that there is no evidence
of any boy living alone in the mountains,
and add that all abandoned houses and sheds
are routinely checked
for just such events.
Nevertheless, the residents are sure
that such a boy exists!
End story."""
"말도 안 되는 소리야!
나는 등을 기대며
미소를 지었다.","""That's a lot of nonsense!""
I leaned back against the bedstead
and smiled."
"허허, 이게 끝이 아니야,
하고 반도가 말하며
주머니에서 다른 기사를 꺼냈다.","""Ho, ho, don't think that ends it,""
Bando said,
and reached in his pocket for another clipping."
"이건 12월 5일 자고,
아까 건 11월 23일 자야.
읽어줄까?","""This one is dated December fifth,
the other was November twenty-third.
Shall I read?"""
"네.","Yes."
"노부인이 보고,
야생 소년을 만났다
캐츠킬에서 딸기를 따다가","OLD WOMAN REPORTS
MEETING WILD BOY
WHILE PICKING STRAWBERRIES IN CATSKILLS"
"토마스 필더 부인, 97세,
뉴욕 주 델리 거주민은,
이 기자에게 말했다
비터 산에서 야생 소년을 만났다고
지난 6월
매년 딸기잼 재료를 모으러 가던 중.","Mrs. Thomas Fielder, ninety-seven,
resident of Delhi, N.Y.,
told this reporter
that she met a wild boy on Bitter Mountain
last June
while gathering her annual strawberry jelly supply."
"그녀는 소년이
갈색 머리에 먼지투성이였고
목적 없이 돌아다니고 있었다고 말했다
산 주위를.","She said the boy was
brown-haired, dusty,
and wandering aimlessly
around the mountains."
"하지만 덧붙이기를
건강하고 행복해 보였다고 했다.","However, she added,
he seemed to be in good flesh and happy."
"이 노부인은,
이 산악 휴양 도시에서 97년간 거주해온,
이 사무실에 전화를 걸었다
목격담을 보고하기 위해.","The old woman,
a resident of the mountain resort town for ninety-seven years,
called this office
to report her observation."
"지역 주민들은 전했다
필더 부인이 훌륭한 지역사회의 어르신이며,
가끔
상상의 것들을 볼 뿐이라고.","Local residents report
that Mrs. Fielder is a fine old member of the community,
who only occasionally
sees imaginary things."
"반도는 크게 웃었다.","Bando roared."
"솔직히 나는 땀이 났는데,
정말 예상하지 못했기 때문이다
이런 상황 전개를.","I must say I was sweating,
for I really did not expect
this turn of events."
"그리고 이제, 하고 반도가 이었다,
이제 뉴욕 신문의 여왕이다.
이 기사는 19면에 묻혀 있었어.
선정주의가 없거든
이 신문은.","""And now,"" went on Bando,
""and now the queen of the New York papers.
This story was buried on page nineteen.
No sensationalism
for this paper."""
"소년, 보고됨
자연에 의지해 생활하는 것으로
캐츠킬에서","BOY REPORTED
LIVING OFF LAND
IN CATSKILLS"
"17~18세 소년이,
보이스카우트 단체와 함께 집을 떠난,
보고되었다
여전히 그 지역에서 정찰 활동을 하고 있다고,
산불 감시원에 따르면
캐츠킬 산맥의.","A young boy of seventeen or eighteen,
who left home with a group of boy scouts,
is reported to be
still scouting in that area,
according to the fire warden
of the Catskill Mountains."
"숲속에서 누군가가 생활한 흔적—
벽난로, 수프 뼈, 깨진 견과류—이
짐 핸디 감시원에 의해 보고되었다,
야생에서 밤을 보내며
그 소년을 찾던.","Evidence of someone living in the forest—
a fireplace, soup bones, and cracked nuts—
was reported by Warden Jim Handy,
who spent the night in the wilderness
looking for the lad."
"짐은 그 젊은이가
분명 그 지역을 떠난 것 같다고 말했는데,
야영지의 흔적이 없었기 때문이다
두 번째 방문 시—","Jim stated that the young man
had apparently left the area,
as there was no evidence of his camp
upon a second trip—"
"무슨 두 번째 방문?
하고 내가 물었다.","""What second trip?""
I asked."
"반도는 파이프를 빨며
아쉬운 눈으로 나를 바라보고 말했다,
들을 준비가 됐어?","Bando puffed his pipe,
looked at me wistfully and said,
""Are you ready to listen?"""
"물론이죠,
하고 내가 대답했다.","""Sure,""
I answered."
"좋아, 나머지야…
두 번째 방문에서 야영지의 흔적이 없었고,
감시원은 그 젊은이가 보고 있다
집으로 돌아간 것으로
여름이 끝나고.","""Well, here's the rest of it . . .
there was no trace of his camp on a second trip,
and the warden believes that the young man
returned to his home
at the end of the summer."""
"있잖아, 소로,
신문에서 간신히 떨어져 나왔어
여기 올라오려고.
넌 정말 멋진 이야깃거리야.","""You know, Thoreau,
I could scarcely drag myself away from the newspapers
to come up here.
You make a marvelous story."""
"나는 말했다,
불에 장작 좀 더 넣어요,
크리스마스잖아요.
아무도 이 산을 수색하지 않을 거예요
5월이 되기 전엔.","I said,
""Put more wood on the fire,
it is Christmas.
No one will be searching these mountains
until May Day."""
"반도는 버드나무 호루라기를 달라고 했다.","Bando asked for the willow whistles."
"나는 그것을 가져다주었고,
몇 번 음계를 연습한 뒤 그가 말했다,
기발함에 세레나데를 연주하자
미국 신문기자의.","I got them for him,
and after running the scale several times, he said,
""Let us serenade the ingenuity
of the American newspaperman."
"그리고 자연보호론자들에게도 세레나데를 연주하자
미국의 황야를 보호해서,
소년이 여전히 혼자 있을 수 있게 해준
이 세상에서
수백만 명의.","Then let us serenade the conservationists
who have protected the American wilderness,
so that a boy can still be alone
in this world
of millions of people."""
"적절하다고 생각했고,
우리는 '고요한 밤'을 연주했다.","I thought that was suitable,
and we played ""Holy Night."""
"'크리스마스의 열두 날'도 시도했지만
호루라기가 너무 뻣뻣했고
반도도 너무 피곤했다.","We tried ""The Twelve Days of Christmas,""
but the whistles were too stiff
and Bando too tired."
"소로, 내 몸이 쉬어야 해.
그만하자,
하고 그는 두 번의 실패 끝에 말했다.","""Thoreau, my body needs rest.
Let's give up,""
he said after two bad starts."
"나는 불을 묻고
양초를 끄고
옷을 입은 채 잠들었다.","I banked the fire
and blew out the candle
and slept in my clothes."
"크리스마스였다
우리가 깨어났을 때.","It was Christmas
when we awoke."
"아침 식사는 가벼웠다—
도토리 팬케이크, 잼,
그리고 사사프라스 차.","Breakfast was light—
acorn pancakes, jam,
and sassafras tea."
"반도는 산책을 갔고,
나는 벽난로에 불을 피우고
오전 내내 보냈다
야생의 재료로 잔치를 만드는 데.","Bando went for a walk,
I lit the fire in the fireplace
and spent the morning
creating a feast from the wilderness."
"선물을 주었다
반도가 돌아왔을 때.","I gave Bando his presents
when he returned."
"그는 좋아했다.","He liked them."
"정말 기뻐하는 게 보였는데;
눈썹으로 알 수 있었다.","He was really pleased;
I could tell by his eyebrows."
"눈썹이 위아래로,
안팎으로 움직였다.","They went up and down
and in and out."
"게다가 그가 선물을 좋아하는 걸 확실히 알 수 있었는데,
왜냐하면
그것을 신고 쓰고 있었기 때문이다.","Furthermore, I know he liked the presents
because
he wore them."
"양파 수프를 막 내놓으려 할 때
먼 곳에서 소리치는 목소리가 들렸다.","The onion soup was about to be served
when I heard a voice shouting in the distance."
"네가 거기 있는 거 알아!
거기 있는 거 알아!
어디 있니?","""I know you are there!
I know you are there!
Where are you?"""
"아빠! 하고 나는 소리치며
문을 뚫고 뛰어나갔다
배를 깔고.","""Dad!"" I screamed,
and dove right through the door
onto my stomach."
"나는 산을 거의 굴러 내려가다시피 하면서
소리쳤다,
아빠! 아빠! 어디 있어요? 하고.","I all but fell down the mountain
shouting,
""Dad! Dad! Where are you?"""
"나는 아빠가 눈더미에 기대어 쉬고 있는 것을 발견했는데,
홍관조 한 쌍을 바라보고 있었다
개울 근처에 사는.","I found him resting in a snowdrift,
looking at the cardinal pair
that lived near the stream."
"그는 미소를 짓고 있었고,
등을 대고 누워 있었는데,
지쳐서가 아니라
기쁨에 겨워서였다.","He was smiling,
stretched out on his back,
not in exhaustion,
but in joy."
"메리 크리스마스!
하고 그가 환호했다.","""Merry Christmas!""
he whooped."
"나는 그를 향해 달려갔다.","I ran toward him."
"그는 벌떡 일어나
나를 태클하고,
가슴을 두드리고,
내 얼굴에 눈을 비볐다.","He jumped to his feet,
tackled me,
thumped my chest,
and rubbed snow in my face."
"그러고는 일어서서
내 코트 주머니를 잡고 나를 눈에서 들어 올려,
땅에서 떨어진 채로 잡고 있었다
서로 눈이 마주치게.","Then he stood up,
lifted me from the snow by the pockets on my coat,
and held me off the ground
so that we were eye to eye."
"그는 정말 환하게 웃었다.","He sure smiled."
"그는 나를 다시 눈 위에 내던지고
몇 분 동안 씨름을 했다.","He threw me down in the snow again
and wrestled with me for a few minutes."
"공식적인 인사를 마치고
우리는 산을 성큼성큼 올라갔다.","Our formal greeting done,
we strode up the mountain."
"그래, 아들아,
하고 그가 말문을 열었다.","""Well, son,""
he began."
"신문에서 네 이야기를 읽다 보니
더 이상 참을 수가 없었다
유혹을
너를 만나러 오고 싶은.","""I've been reading about you in the papers
and I could no longer resist
the temptation
to visit you."
"아직도 믿을 수가 없구나
네가 정말 해냈다니.","I still can't believe
you did it."""
"그의 팔이 내 어깨를 감쌌다.","His arm went around me."
"그는 정말 좋아 보였고,
나는 너무나 기뻤다
아빠를 만나서.","He looked real good,
and I was overjoyed
to see him."
"어떻게 저를 찾은 거예요?
하고 나는 간절히 물었다.","""How did you find me?""
I asked eagerly."
"필더 부인한테 갔더니
어느 산인지 알려주더라.
개울에서 네 뗏목과
얼음낚시 구멍을 찾았어.
그다음 길과 발자국을 찾았지.
가까워진 것 같을 때
소리를 질렀어.","""I went to Mrs. Fielder,
and she told me which mountain.
At the stream I found your raft
and ice-fishing holes.
Then I looked for trails and footsteps.
When I thought I was getting warm,
I hollered."""
"저는 그렇게
찾기 쉬운 건가요?","""Am I that easy
to find?"""
"네가 대답하지 않았다면
아마 얼어 죽었을 거다
눈 속에서.","""You didn't have to answer,
and I'd probably have frozen
in the snow."""
"그는 흐뭇해했고
나에게 전혀 화가 나지 않았다.","He was pleased
and not angry at me at all."
"하고 그가 다시 말했다,
네가 정말 해낼 줄은 몰랐다.","He said again,
""I just didn't think you'd do it."
"다음 날 돌아올 줄 알았어.
돌아오지 않으니 다음 주에 걸었고;
그다음엔 다음 달에 걸었지.
어떻게 지내고 있어?","I was sure you'd be back the next day.
When you weren't, I bet on the next week;
then the next month.
How's it going?"""
"오, 아주 멋진 생활이에요, 아빠!","""Oh, it's a wonderful life, Dad!"""
"우리가 나무 안으로 들어갔을 때
반도가 마지막 손질을 하고 있었다
사슴고기 스테이크에.","When we walked into the tree,
Bando was putting the final touches
on the venison steak."
"아빠, 이분은 제 친구
반도 교수님이에요;
선생님이세요.
지난여름에 길을 잃고
제 야영지에 우연히 오셨어요.
너무 마음에 들어서
크리스마스에 다시 오셨어요.
반도, 제 아버지예요.","""Dad, this is my friend,
Professor Bando:
he's a teacher.
He got lost one day last summer
and stumbled onto my camp.
He liked it so well
that he came back for Christmas.
Bando, meet my father."""
"반도는 꼬챙이 위의 스테이크를 뒤집고,
일어나서
아버지의 손을 악수했다.","Bando turned the steak on the spit,
rose,
and shook my father's hand."
"만나게 되어 영광입니다
이 소년을 낳아주신 분을,
하고 그가 거창하게 말했다.","""I am pleased to meet the man
who sired this boy,""
he said grandly."
"나는 그들이 서로를 좋아하는 것을 알 수 있었고
될 거라는 것을 알았다
멋진 크리스마스가.","I could see that they liked each other
and that it was going to be
a splendid Christmas."
"아빠는 침대에 쭉 누워
주위를 둘러보았다.","Dad stretched out on the bed
and looked around."
"동굴을 골랐을 줄 알았는데,
하고 그가 말했다.","""I thought maybe you'd pick a cave,""
he said."
"신문에서 보도했다
오래된 헛간과 집에서 너를 찾고 있다고,
나는 그보다 잘 알고 있었어.
하지만 생각도 못 했다
나무 속은.
정말 멋지구나!
아주 영리해, 아들아,
정말, 정말 영리해.
침대도 편하다.","""The papers reported
that they were looking for you in old sheds and houses,
but I knew better than that.
However, I never would have thought
of the inside of a tree.
What a beauty!
Very clever, son,
very, very clever.
This is a comfortable bed."""
"그는 식량 저장고를 발견하고
일어서서 안을 들여다보았다.","He noticed my food caches,
stood and peered into them."
"봄까지 버틸 만큼 있어?","""Got enough to last until spring?"""
"그런 것 같아요, 하고 나는 말했다.
배고픈 손님이 자꾸
오지만 않으면요.
하고 나는 아빠에게 윙크했다.","""I think so,"" I said.
""If I don't keep getting
hungry visitors all the time.""
I winked at him."
"1년이라도 폐를 끼치고 싶지만,
할 수만 있다면,
곧 일터로 돌아가야 해
크리스마스가 끝나면.","""Well, I would wear out my welcome by a year
if I could,
but I have to get back to work
soon after Christmas."""
"엄마와 나머지 식구들은 어떻게 지내요?
하고 나는 거북이등껍질 접시를 내리며 물었다
그것을 놓았다
바닥에.","""How's Mom and all the rest?""
I asked as I took down the turtle-shell plates
and set them
on the floor."
"잘 지내고 있어.
어떻게 여덟 아이를 먹이고 입히는지
내가 벌어다 주는 걸로, 나도 모르겠지만;
어쨌든 해내고 있어.
엄마가 안부를 전하고,
균형 잡힌 식사를 하고 있길 바란다고 했어.","""She's marvelous.
How she manages to feed and clothe those eight youngsters
on what I bring her, I don't know;
but she does it.
She sends her love,
and says that she hopes you are eating well-balanced meals."""
"양파 수프가 끓어오르며
준비되었다.","The onion soup was simmering
and ready."
"나는 아빠에게
수프를 건넸다.","I gave Dad
his."
"첫 번째 코스요,
하고 내가 말했다.","""First course,""
I said."
"그는 깊이 향을 맡고
끓는 채로 단숨에 마셨다.","He breathed deeply of the odor
and downed it boiling hot."
"아들아, 이건 더 나은 양파 수프다
월도프 호텔 셰프가
만들 수 있는 것보다.","Son, this is better onion soup
than the chef at the Waldorf
can make."
"반도는 자기 것을 홀짝였고,
나는 내 것을 눈에 넣어
식혔다.","Bando sipped his,
and I put mine in the snow
to cool."
"네 어머니도 걱정을 그만하실 거야
네 식단에 대한
이걸 들으면.","""Your mother will stop worrying
about your diet
when she hears of this."""
"반도는 아빠의 수프 그릇을 눈으로 씻고,
대단한 의식과 우아함으로—
상황이 되면 정말 우아해질 수 있는 사람이었다—
거북이등껍질에 따랐다
사사프라스 차를.","Bando rinsed Dad's soup bowl in the snow,
and with great ceremony and elegance—
he could really be elegant when the occasion arose—
poured him a turtle shell
of sassafras tea."
"디킨스의 음식 장면 한 구절을 인용하며
그는 까맣게 구워진 스테이크를 잘랐다.","Quoting a passage from one of Dickens's food-eating scenes,
he carved the blackened steak."
"속은 분홍빛이었고
육즙이 풍부했다.","It was pink
and juicy inside."
"완벽하게 구워졌다.","Cooked to perfection."
"우리 모두 자랑스러웠다.","We were all proud of it."
"아빠는 차부터 마셔야 했다
먹기 전에.","Dad had to finish his tea
before he could eat."
"그릇이 부족했기 때문이다.","I was short on bowls."
"그런 다음 그의 등껍질에 담아주었다.","Then I filled his shell."
"약간 푹신한 으깬 부들 덩이줄기,
버섯, 얼레지 알뿌리를
그레이비에 잔뜩 얹은 것이었다
도토리 가루로 걸쭉하게 만든.","A mound of sort of fluffy mashed cattail tubers,
mushrooms, and dogtooth violet bulbs,
smothered in gravy
thickened with acorn powder."
"각 접시에는 수북이 담겨 있었다
불린 꿀메뚜기나무 콩이—
히코리 열매와 섞은.","Each plate had a pile of
soaked and stewed honey locust beans—
mixed with hickory nuts."
"콩이 너무 딱딱해서
불리는 데 3일이 걸렸다.","The beans are so hard
it took three days to soak them."
"영광스러운 잔치였다.","It was a glorious feast."
"모두가 감탄했다,
나를 포함해.","Everyone was impressed,
including me."
"식사가 끝나자 반도는
개울로 내려가서
오래되어 마르고 속이 빈 갈대를 잘라왔다.","When we were done, Bando went
down to the stream
and cut some old dried and hollow reeds."
"그는 돌아와서
조심스럽게 우리 각자에게 만들어 주었다
피리를
주머니칼 끝으로.","He came back
and carefully made us each
a flute
with the tip of his penknife."
"버드나무 호루라기가 너무 낡았다고 했다
이런 특별한 날에는.","He said the willow whistles
were too old for such an occasion."
"우리 모두 크리스마스 캐럴을 연주했다
어두워질 때까지.","We all played Christmas carols
until dark."
